Kogake Prime Boot,Uncommon (16.67%)
,
Axi B1 Relic (Intact),
Banshee Prime Systems Blueprint,Rare (2.00%)
Cernos Prime Blueprint,Uncommon (11.00%)
Kavasa Prime Buckle,Uncommon (11.00%)
Euphona Prime Blueprint,Uncommon (25.33%)
Ash Prime Chassis Blueprint,Uncommon (25.33%)
Fang Prime Blade,Uncommon (25.33%)
,
Axi B1 Relic (Exceptional),
Banshee Prime Systems Blueprint,Rare (4.00%)
Cernos Prime Blueprint,Uncommon (13.00%)
Kavasa Prime Buckle,Uncommon (13.00%)
Euphona Prime Blueprint,Uncommon (23.33%)
Ash Prime Chassis Blueprint,Uncommon (23.33%)
Fang Prime Blade,Uncommon (23.33%)
,
Axi B1 Relic (Flawless),
Banshee Prime Systems Blueprint,Rare (6.00%)
Cernos Prime Blueprint,Uncommon (17.00%)
Kavasa Prime Buckle,Uncommon (17.00%)
Euphona Prime Blueprint,Uncommon (20.00%)
Ash Prime Chassis Blueprint,Uncommon (20.00%)
Fang Prime Blade,Uncommon (20.00%)
,
Axi B1 Relic (Radiant),
Banshee Prime Systems Blueprint,Uncommon (10.00%)
Cernos Prime Blueprint,Uncommon (20.00%)
Kavasa Prime Buckle,Uncommon (20.00%)
Euphona Prime Blueprint,Uncommon (16.67%)
Ash Prime Chassis Blueprint,Uncommon (16.67%)
Fang Prime Blade,Uncommon (16.67%)
,
Axi B2 Relic (Intact),
Banshee Prime Systems Blueprint,Rare (2.00%)
Forma Blueprint,Uncommon (11.00%)
Orthos Prime Blueprint,Uncommon (11.00%)
Fragor Prime Head,Uncommon (25.33%)
Sybaris Prime Blueprint,Uncommon (25.33%)
Fang Prime Blade,Uncommon (25.33%)
,
Axi B2 Relic (Exceptional),
Banshee Prime Systems Blueprint,Rare (4.00%)
Forma Blueprint,Uncommon (13.00%)
Orthos Prime Blueprint,Uncommon (13.00%)
Fragor Prime Head,Uncommon (23.33%)
Sybaris Prime Blueprint,Uncommon (23.33%)
Fang Prime Blade,Uncommon (23.33%)
,
Axi B2 Relic (Flawless),
Banshee Prime Systems Blueprint,Rare (6.00%)
Forma Blueprint,Uncommon (17.00%)
Orthos Prime Blueprint,Uncommon (17.00%)
Fragor Prime Head,Uncommon (20.00%)
Sybaris Prime Blueprint,Uncommon (20.00%)
Fang Prime Blade,Uncommon (20.00%)
,
Axi B2 Relic (Radiant),
Banshee Prime Systems Blueprint,Uncommon (10.00%)
Forma Blueprint,Uncommon (20.00%)
Orthos Prime Blueprint,Uncommon (20.00%)
Fragor Prime Head,Uncommon (16.67%)
Sybaris Prime Blueprint,Uncommon (16.67%)
Fang Prime Blade,Uncommon (16.67%)
,
Axi C1 Relic (Intact),
Cernos Prime Lower Limb,Rare (2.00%)
Orthos Prime Blueprint,Uncommon (11.00%)
Forma Blueprint,Uncommon (11.00%)
Trinity Prime Neuroptics Blueprint,Uncommon (25.33%)
Vectis Prime Barrel,Uncommon (25.33%)
Lex Prime Receiver,Uncommon (25.33%)
,
Axi C1 Relic (Exceptional),
Cernos Prime Lower Limb,Rare (4.00%)
Orthos Prime Blueprint,Uncommon (13.00%)
Forma Blueprint,Uncommon (13.00%)
Trinity Prime Neuroptics Blueprint,Uncommon (23.33%)
Vectis Prime Barrel,Uncommon (23.33%)
Lex Prime Receiver,Uncommon (23.33%)
,
Axi C1 Relic (Flawless),
Cernos Prime Lower Limb,Rare (6.00%)
Orthos Prime Blueprint,Uncommon (17.00%)
Forma Blueprint,Uncommon (17.00%)
Trinity Prime Neuroptics Blueprint,Uncommon (20.00%)
Vectis Prime Barrel,Uncommon (20.00%)
Lex Prime Receiver,Uncommon (20.00%)
,
Axi C1 Relic (Radiant),
Cernos Prime Lower Limb,Uncommon (10.00%)
Orthos Prime Blueprint,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
Trinity Prime Neuroptics Blueprint,Uncommon (16.67%)
Vectis Prime Barrel,Uncommon (16.67%)
Lex Prime Receiver,Uncommon (16.67%)
,
Axi C2 Relic (Intact),
Cernos Prime Lower Limb,Rare (2.00%)
Silva & Aegis Prime Blade,Uncommon (11.00%)
Fragor Prime Handle,Uncommon (11.00%)
Forma Blueprint,Uncommon (25.33%)
Trinity Prime Systems Blueprint,Uncommon (25.33%)
Braton Prime Blueprint,Uncommon (25.33%)
,
Axi C2 Relic (Exceptional),
Cernos Prime Lower Limb,Rare (4.00%)
Silva & Aegis Prime Blade,Uncommon (13.00%)
Fragor Prime Handle,Uncommon (13.00%)
Forma Blueprint,Uncommon (23.33%)
Trinity Prime Systems Blueprint,Uncommon (23.33%)
Braton Prime Blueprint,Uncommon (23.33%)
,
Axi C2 Relic (Flawless),
Cernos Prime Lower Limb,Rare (6.00%)
Silva & Aegis Prime Blade,Uncommon (17.00%)
Fragor Prime Handle,Uncommon (17.00%)
Forma Blueprint,Uncommon (20.00%)
Trinity Prime Systems Blueprint,Uncommon (20.00%)
Braton Prime Blueprint,Uncommon (20.00%)
,
Axi C2 Relic (Radiant),
Cernos Prime Lower Limb,Uncommon (10.00%)
Silva & Aegis Prime Blade,Uncommon (20.00%)
Fragor Prime Handle,Uncommon (20.00%)
Forma Blueprint,Uncommon (16.67%)
Trinity Prime Systems Blueprint,Uncommon (16.67%)
Braton Prime Blueprint,Uncommon (16.67%)
,
Axi E1 Relic (Intact),
Ember Prime Blueprint,Rare (2.00%)
Glaive Prime Blade,Uncommon (11.00%)
Forma Blueprint,Uncommon (11.00%)
Latron Prime Barrel,Uncommon (25.33%)
Sicarus Prime Blueprint,Uncommon (25.33%)
Frost Prime Neuroptics Blueprint,Uncommon (25.33%)
,
Axi E1 Relic (Exceptional),
Ember Prime Blueprint,Rare (4.00%)
Glaive Prime Blade,Uncommon (13.00%)
Forma Blueprint,Uncommon (13.00%)
Latron Prime Barrel,Uncommon (23.33%)
Sicarus Prime Blueprint,Uncommon (23.33%)
Frost Prime Neuroptics Blueprint,Uncommon (23.33%)
,
Axi E1 Relic (Flawless),
Ember Prime Blueprint,Rare (6.00%)
Glaive Prime Blade,Uncommon (17.00%)
Forma Blueprint,Uncommon (17.00%)
Latron Prime Barrel,Uncommon (20.00%)
Sicarus Prime Blueprint,Uncommon (20.00%)
Frost Prime Neuroptics Blueprint,Uncommon (20.00%)
,
Axi E1 Relic (Radiant),
Ember Prime Blueprint,Uncommon (10.00%)
Glaive Prime Blade,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
Latron Prime Barrel,Uncommon (16.67%)
Sicarus Prime Blueprint,Uncommon (16.67%)
Frost Prime Neuroptics Blueprint,Uncommon (16.67%)
,
Axi E2 Relic (Intact),
Euphona Prime Receiver,Rare (2.00%)
Bronco Prime Barrel,Uncommon (11.00%)
Forma Blueprint,Uncommon (11.00%)
Paris Prime Blueprint,Uncommon (25.33%)
Lex Prime Receiver,Uncommon (25.33%)
Braton Prime Stock,Uncommon (25.33%)
,
Axi E2 Relic (Exceptional),
Euphona Prime Receiver,Rare (4.00%)
Bronco Prime Barrel,Uncommon (13.00%)
Forma Blueprint,Uncommon (13.00%)
Paris Prime Blueprint,Uncommon (23.33%)
Lex Prime Receiver,Uncommon (23.33%)
Braton Prime Stock,Uncommon (23.33%)
,
Axi E2 Relic (Flawless),
Euphona Prime Receiver,Rare (6.00%)
Bronco Prime Barrel,Uncommon (17.00%)
Forma Blueprint,Uncommon (17.00%)
Paris Prime Blueprint,Uncommon (20.00%)
Lex Prime Receiver,Uncommon (20.00%)
Braton Prime Stock,Uncommon (20.00%)
,
Axi E2 Relic (Radiant),
Euphona Prime Receiver,Uncommon (10.00%)
Bronco Prime Barrel,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
Paris Prime Blueprint,Uncommon (16.67%)
Lex Prime Receiver,Uncommon (16.67%)
Braton Prime Stock,Uncommon (16.67%)
,
Axi G1 Relic (Intact),
Galatine Prime Blueprint,Rare (2.00%)
Kavasa Prime Kubrow Collar Blueprint,Uncommon (11.00%)
Forma Blueprint,Uncommon (11.00%)
Nekros Prime Chassis Blueprint,Uncommon (25.33%)
Saryn Prime Systems Blueprint,Uncommon (25.33%)
Paris Prime Blueprint,Uncommon (25.33%)
,
Axi G1 Relic (Exceptional),
Galatine Prime Blueprint,Rare (4.00%)
Kavasa Prime Kubrow Collar Blueprint,Uncommon (13.00%)
Forma Blueprint,Uncommon (13.00%)
Nekros Prime Chassis Blueprint,Uncommon (23.33%)
Saryn Prime Systems Blueprint,Uncommon (23.33%)
Paris Prime Blueprint,Uncommon (23.33%)
,
Axi G1 Relic (Flawless),
Galatine Prime Blueprint,Rare (6.00%)
Kavasa Prime Kubrow Collar Blueprint,Uncommon (17.00%)
Forma Blueprint,Uncommon (17.00%)
Nekros Prime Chassis Blueprint,Uncommon (20.00%)
Saryn Prime Systems Blueprint,Uncommon (20.00%)
Paris Prime Blueprint,Uncommon (20.00%)
,
Axi G1 Relic (Radiant),
Galatine Prime Blueprint,Uncommon (10.00%)
Kavasa Prime Kubrow Collar Blueprint,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
Nekros Prime Chassis Blueprint,Uncommon (16.67%)
Saryn Prime Systems Blueprint,Uncommon (16.67%)
Paris Prime Blueprint,Uncommon (16.67%)
,
Axi H1 Relic (Intact),
Helios Prime Cerebrum,Rare (2.00%)
Akstiletto Prime Receiver,Uncommon (11.00%)
Trinity Prime Chassis Blueprint,Uncommon (11.00%)
Forma Blueprint,Uncommon (25.33%)
Fragor Prime Head,Uncommon (25.33%)
Vectis Prime Barrel,Uncommon (25.33%)
,
Axi H1 Relic (Exceptional),
Helios Prime Cerebrum,Rare (4.00%)
Akstiletto Prime Receiver,Uncommon (13.00%)
Trinity Prime Chassis Blueprint,Uncommon (13.00%)
Forma Blueprint,Uncommon (23.33%)
Fragor Prime Head,Uncommon (23.33%)
Vectis Prime Barrel,Uncommon (23.33%)
,
Axi H1 Relic (Flawless),
Helios Prime Cerebrum,Rare (6.00%)
Akstiletto Prime Receiver,Uncommon (17.00%)
Trinity Prime Chassis Blueprint,Uncommon (17.00%)
Forma Blueprint,Uncommon (20.00%)
Fragor Prime Head,Uncommon (20.00%)
Vectis Prime Barrel,Uncommon (20.00%)
,
Axi H1 Relic (Radiant),
Helios Prime Cerebrum,Uncommon (10.00%)
Akstiletto Prime Receiver,Uncommon (20.00%)
Trinity Prime Chassis Blueprint,Uncommon (20.00%)
Forma Blueprint,Uncommon (16.67%)
Fragor Prime Head,Uncommon (16.67%)
Vectis Prime Barrel,Uncommon (16.67%)
,
Axi H2 Relic (Intact),
Helios Prime Cerebrum,Rare (2.00%)
Trinity Prime Chassis Blueprint,Uncommon (11.00%)
Akstiletto Prime Barrel,Uncommon (11.00%)
Oberon Prime Chassis Blueprint,Uncommon (25.33%)
Lex Prime Receiver,Uncommon (25.33%)
Fang Prime Handle,Uncommon (25.33%)
,
Axi H2 Relic (Exceptional),
Helios Prime Cerebrum,Rare (4.00%)
Trinity Prime Chassis Blueprint,Uncommon (13.00%)
Akstiletto Prime Barrel,Uncommon (13.00%)
Oberon Prime Chassis Blueprint,Uncommon (23.33%)
Lex Prime Receiver,Uncommon (23.33%)
Fang Prime Handle,Uncommon (23.33%)
,
Axi H2 Relic (Flawless),
Helios Prime Cerebrum,Rare (6.00%)
Trinity Prime Chassis Blueprint,Uncommon (17.00%)
Akstiletto Prime Barrel,Uncommon (17.00%)
Oberon Prime Chassis Blueprint,Uncommon (20.00%)
Lex Prime Receiver,Uncommon (20.00%)
Fang Prime Handle,Uncommon (20.00%)
,
Axi H2 Relic (Radiant),
Helios Prime Cerebrum,Uncommon (10.00%)
Trinity Prime Chassis Blueprint,Uncommon (20.00%)
Akstiletto Prime Barrel,Uncommon (20.00%)
Oberon Prime Chassis Blueprint,Uncommon (16.67%)
Lex Prime Receiver,Uncommon (16.67%)
Fang Prime Handle,Uncommon (16.67%)
,
Axi H3 Relic (Intact),
Hydroid Prime Systems Blueprint,Rare (2.00%)
Burston Prime Barrel,Uncommon (11.00%)
Forma Blueprint,Uncommon (11.00%)
Kronen Prime Blueprint,Uncommon (25.33%)
Cernos Prime Grip,Uncommon (25.33%)
Helios Prime Carapace,Uncommon (25.33%)
,
Axi H3 Relic (Exceptional),
Hydroid Prime Systems Blueprint,Rare (4.00%)
Burston Prime Barrel,Uncommon (13.00%)
Forma Blueprint,Uncommon (13.00%)
Kronen Prime Blueprint,Uncommon (23.33%)
Cernos Prime Grip,Uncommon (23.33%)
Helios Prime Carapace,Uncommon (23.33%)
,
Axi H3 Relic (Flawless),
Hydroid Prime Systems Blueprint,Rare (6.00%)
Burston Prime Barrel,Uncommon (17.00%)
Forma Blueprint,Uncommon (17.00%)
Kronen Prime Blueprint,Uncommon (20.00%)
Cernos Prime Grip,Uncommon (20.00%)
Helios Prime Carapace,Uncommon (20.00%)
,
Axi H3 Relic (Radiant),
Hydroid Prime Systems Blueprint,Uncommon (10.00%)
Burston Prime Barrel,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
Kronen Prime Blueprint,Uncommon (16.67%)
Cernos Prime Grip,Uncommon (16.67%)
Helios Prime Carapace,Uncommon (16.67%)
,
Axi K1 Relic (Intact),
Kavasa Prime Buckle,Rare (2.00%)
Forma Blueprint,Uncommon (11.00%)
Odonata Prime Harness Blueprint,Uncommon (25.33%)
Hikou Prime Pouch,Uncommon (25.33%)
Akstiletto Prime Receiver,Uncommon (11.00%)
Lex Prime Barrel,Uncommon (25.33%)
,
Axi K1 Relic (Exceptional),
Kavasa Prime Buckle,Rare (4.00%)
Forma Blueprint,Uncommon (13.00%)
Odonata Prime Harness Blueprint,Uncommon (23.33%)
Hikou Prime Pouch,Uncommon (23.33%)
Akstiletto Prime Receiver,Uncommon (13.00%)
Lex Prime Barrel,Uncommon (23.33%)
,
Axi K1 Relic (Flawless),
Kavasa Prime Buckle,Rare (6.00%)
Forma Blueprint,Uncommon (17.00%)
Odonata Prime Harness Blueprint,Uncommon (20.00%)
Hikou Prime Pouch,Uncommon (20.00%)
Akstiletto Prime Receiver,Uncommon (17.00%)
Lex Prime Barrel,Uncommon (20.00%)
,
Axi K1 Relic (Radiant),
Kavasa Prime Buckle,Uncommon (10.00%)
Forma Blueprint,Uncommon (20.00%)
Odonata Prime Harness Blueprint,Uncommon (16.67%)
Hikou Prime Pouch,Uncommon (16.67%)
Akstiletto Prime Receiver,Uncommon (20.00%)
Lex Prime Barrel,Uncommon (16.67%)
,
Axi K2 Relic (Intact),
Kronen Prime Blade,Rare (2.00%)
Cernos Prime String,Uncommon (11.00%)
Galatine Prime Handle,Uncommon (11.00%)
Orthos Prime Handle,Uncommon (25.33%)
Sybaris Prime Blueprint,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
,
Axi K2 Relic (Exceptional),
Kronen Prime Blade,Rare (4.00%)
Cernos Prime String,Uncommon (13.00%)
Galatine Prime Handle,Uncommon (13.00%)
Orthos Prime Handle,Uncommon (23.33%)
Sybaris Prime Blueprint,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
,
Axi K2 Relic (Flawless),
Kronen Prime Blade,Rare (6.00%)
Cernos Prime String,Uncommon (17.00%)
Galatine Prime Handle,Uncommon (17.00%)
Orthos Prime Handle,Uncommon (20.00%)
Sybaris Prime Blueprint,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
,
Axi K2 Relic (Radiant),
Kronen Prime Blade,Uncommon (10.00%)
Cernos Prime String,Uncommon (20.00%)
Galatine Prime Handle,Uncommon (20.00%)
Orthos Prime Handle,Uncommon (16.67%)
Sybaris Prime Blueprint,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
,
Axi L1 Relic (Intact),
Loki Prime Systems Blueprint,Rare (2.00%)
Forma Blueprint,Uncommon (11.00%)
Glaive Prime Blade,Uncommon (11.00%)
Reaper Prime Blueprint,Uncommon (25.33%)
Wyrm Prime Carapace,Uncommon (25.33%)
Latron Prime Blueprint,Uncommon (25.33%)
,
Axi L1 Relic (Exceptional),
Loki Prime Systems Blueprint,Rare (4.00%)
Forma Blueprint,Uncommon (13.00%)
Glaive Prime Blade,Uncommon (13.00%)
Reaper Prime Blueprint,Uncommon (23.33%)
Wyrm Prime Carapace,Uncommon (23.33%)
Latron Prime Blueprint,Uncommon (23.33%)
,
Axi L1 Relic (Flawless),
Loki Prime Systems Blueprint,Rare (6.00%)
Forma Blueprint,Uncommon (17.00%)
Glaive Prime Blade,Uncommon (17.00%)
Reaper Prime Blueprint,Uncommon (20.00%)
Wyrm Prime Carapace,Uncommon (20.00%)
Latron Prime Blueprint,Uncommon (20.00%)
,
Axi L1 Relic (Radiant),
Loki Prime Systems Blueprint,Uncommon (10.00%)
Forma Blueprint,Uncommon (20.00%)
Glaive Prime Blade,Uncommon (20.00%)
Reaper Prime Blueprint,Uncommon (16.67%)
Wyrm Prime Carapace,Uncommon (16.67%)
Latron Prime Blueprint,Uncommon (16.67%)
,
Axi N1 Relic (Intact),
Akstiletto Prime Link,Uncommon (11.00%)
Braton Prime Blueprint,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
Odonata Prime Wings Blueprint,Uncommon (11.00%)
Fang Prime Blade,Uncommon (25.33%)
Ash Prime Systems Blueprint,Rare (2.00%)
,
Axi N1 Relic (Exceptional),
Akstiletto Prime Link,Uncommon (13.00%)
Braton Prime Blueprint,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
Odonata Prime Wings Blueprint,Uncommon (13.00%)
Fang Prime Blade,Uncommon (23.33%)
Ash Prime Systems Blueprint,Rare (4.00%)
,
Axi N1 Relic (Flawless),
Akstiletto Prime Link,Uncommon (17.00%)
Braton Prime Blueprint,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
Odonata Prime Wings Blueprint,Uncommon (17.00%)
Fang Prime Blade,Uncommon (20.00%)
Ash Prime Systems Blueprint,Rare (6.00%)
,
Axi N1 Relic (Radiant),
Akstiletto Prime Link,Uncommon (20.00%)
Braton Prime Blueprint,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
Odonata Prime Wings Blueprint,Uncommon (20.00%)
Fang Prime Blade,Uncommon (16.67%)
Ash Prime Systems Blueprint,Uncommon (10.00%)
,
Axi N2 Relic (Intact),
Carrier Prime Carapace,Uncommon (25.33%)
Lex Prime Receiver,Uncommon (25.33%)
Forma Blueprint,Uncommon (11.00%)
Nikana Prime Hilt,Rare (2.00%)
Ash Prime Neuroptics Blueprint,Uncommon (11.00%)
Bronco Prime Blueprint,Uncommon (25.33%)
,
Axi N2 Relic (Exceptional),
Carrier Prime Carapace,Uncommon (23.33%)
Lex Prime Receiver,Uncommon (23.33%)
Forma Blueprint,Uncommon (13.00%)
Nikana Prime Hilt,Rare (4.00%)
Ash Prime Neuroptics Blueprint,Uncommon (13.00%)
Bronco Prime Blueprint,Uncommon (23.33%)
,
Axi N2 Relic (Flawless),
Carrier Prime Carapace,Uncommon (20.00%)
Lex Prime Receiver,Uncommon (20.00%)
Forma Blueprint,Uncommon (17.00%)
Nikana Prime Hilt,Rare (6.00%)
Ash Prime Neuroptics Blueprint,Uncommon (17.00%)
Bronco Prime Blueprint,Uncommon (20.00%)
,
Axi N2 Relic (Radiant),
Carrier Prime Carapace,Uncommon (16.67%)
Lex Prime Receiver,Uncommon (16.67%)
Forma Blueprint,Uncommon (20.00%)
Nikana Prime Hilt,Uncommon (10.00%)
Ash Prime Neuroptics Blueprint,Uncommon (20.00%)
Bronco Prime Blueprint,Uncommon (16.67%)
,
Axi N3 Relic (Intact),
Nekros Prime Blueprint,Rare (2.00%)
Volt Prime Blueprint,Uncommon (11.00%)
Bronco Prime Barrel,Uncommon (11.00%)
Paris Prime Upper Limb,Uncommon (25.33%)
Dual Kamas Prime Blueprint,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
,
Axi N3 Relic (Exceptional),
Nekros Prime Blueprint,Rare (4.00%)
Volt Prime Blueprint,Uncommon (13.00%)
Bronco Prime Barrel,Uncommon (13.00%)
Paris Prime Upper Limb,Uncommon (23.33%)
Dual Kamas Prime Blueprint,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
,
Axi N3 Relic (Flawless),
Nekros Prime Blueprint,Rare (6.00%)
Volt Prime Blueprint,Uncommon (17.00%)
Bronco Prime Barrel,Uncommon (17.00%)
Paris Prime Upper Limb,Uncommon (20.00%)
Dual Kamas Prime Blueprint,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
,
Axi N3 Relic (Radiant),
Nekros Prime Blueprint,Uncommon (10.00%)
Volt Prime Blueprint,Uncommon (20.00%)
Bronco Prime Barrel,Uncommon (20.00%)
Paris Prime Upper Limb,Uncommon (16.67%)
Dual Kamas Prime Blueprint,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
,
Axi N4 Relic (Intact),
Nikana Prime Hilt,Rare (2.00%)
Hydroid Prime Neuroptics Blueprint,Uncommon (11.00%)
Fragor Prime Handle,Uncommon (11.00%)
Cernos Prime Upper Limb,Uncommon (25.33%)
Nekros Prime Chassis Blueprint,Uncommon (25.33%)
Galatine Prime Blade,Uncommon (25.33%)
,
Axi N4 Relic (Exceptional),
Nikana Prime Hilt,Rare (4.00%)
Hydroid Prime Neuroptics Blueprint,Uncommon (13.00%)
Fragor Prime Handle,Uncommon (13.00%)
Cernos Prime Upper Limb,Uncommon (23.33%)
Nekros Prime Chassis Blueprint,Uncommon (23.33%)
Galatine Prime Blade,Uncommon (23.33%)
,
Axi N4 Relic (Flawless),
Nikana Prime Hilt,Rare (6.00%)
Hydroid Prime Neuroptics Blueprint,Uncommon (17.00%)
Fragor Prime Handle,Uncommon (17.00%)
Cernos Prime Upper Limb,Uncommon (20.00%)
Nekros Prime Chassis Blueprint,Uncommon (20.00%)
Galatine Prime Blade,Uncommon (20.00%)
,
Axi N4 Relic (Radiant),
Nikana Prime Hilt,Uncommon (10.00%)
Hydroid Prime Neuroptics Blueprint,Uncommon (20.00%)
Fragor Prime Handle,Uncommon (20.00%)
Cernos Prime Upper Limb,Uncommon (16.67%)
Nekros Prime Chassis Blueprint,Uncommon (16.67%)
Galatine Prime Blade,Uncommon (16.67%)
,
Axi N5 Relic (Intact),
Nami Skyla Prime Blade,Rare (2.00%)
Nekros Prime Neuroptics Blueprint,Uncommon (11.00%)
Helios Prime Systems,Uncommon (11.00%)
Euphona Prime Blueprint,Uncommon (25.33%)
Oberon Prime Chassis Blueprint,Uncommon (25.33%)
Lex Prime Barrel,Uncommon (25.33%)
,
Axi N5 Relic (Exceptional),
Nami Skyla Prime Blade,Rare (4.00%)
Nekros Prime Neuroptics Blueprint,Uncommon (13.00%)
Helios Prime Systems,Uncommon (13.00%)
Euphona Prime Blueprint,Uncommon (23.33%)
Oberon Prime Chassis Blueprint,Uncommon (23.33%)
Lex Prime Barrel,Uncommon (23.33%)
,
Axi N5 Relic (Flawless),
Nami Skyla Prime Blade,Rare (6.00%)
Nekros Prime Neuroptics Blueprint,Uncommon (17.00%)
Helios Prime Systems,Uncommon (17.00%)
Euphona Prime Blueprint,Uncommon (20.00%)
Oberon Prime Chassis Blueprint,Uncommon (20.00%)
Lex Prime Barrel,Uncommon (20.00%)
,
Axi N5 Relic (Radiant),
Nami Skyla Prime Blade,Uncommon (10.00%)
Nekros Prime Neuroptics Blueprint,Uncommon (20.00%)
Helios Prime Systems,Uncommon (20.00%)
Euphona Prime Blueprint,Uncommon (16.67%)
Oberon Prime Chassis Blueprint,Uncommon (16.67%)
Lex Prime Barrel,Uncommon (16.67%)
,
Axi O1 Relic (Intact),
Oberon Prime Systems Blueprint,Rare (2.00%)
Akstiletto Prime Receiver,Uncommon (11.00%)
Galatine Prime Handle,Uncommon (11.00%)
Euphona Prime Blueprint,Uncommon (25.33%)
Paris Prime Blueprint,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
,
Axi O1 Relic (Exceptional),
